orderNumber,productCode,quantityOrdered,priceEach,orderLineNumber,store_id,create_timestamp,update_timestamp
10210,S700_4002,42,60.70,15,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10119,S72_1253,28,40.22,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10178,S72_1253,45,41.71,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10234,S72_1253,40,45.69,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10341,S10_1678,41,84.22,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10354,S10_1678,42,84.22,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10280,S10_1949,34,205.73,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10354,S10_2016,20,95.15,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10253,S12_1099,24,157.60,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10300,S12_1099,33,184.84,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10310,S12_1099,33,165.38,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10320,S12_1099,31,184.84,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10341,S12_1099,45,192.62,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10354,S12_1099,31,157.60,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10341,S12_2823,55,120.50,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10354,S12_2823,35,141.58,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10260,S12_3148,30,140.50,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10293,S12_3148,24,129.93,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10314,S12_3148,46,125.40,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10348,S12_3148,47,122.37,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10358,S12_3148,49,129.93,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10253,S12_3380,22,102.17,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10300,S12_3380,29,116.27,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10310,S12_3380,24,105.70,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10320,S12_3380,35,102.17,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10341,S12_3380,44,111.57,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10354,S12_3380,29,98.65,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10260,S12_3891,44,169.56,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10293,S12_3891,45,171.29,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10314,S12_3891,36,169.56,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10253,S12_3990,25,67.03,14,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10300,S12_3990,22,76.61,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10310,S12_3990,49,77.41,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10320,S12_3990,38,63.84,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10341,S12_3990,36,77.41,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10354,S12_3990,23,76.61,12,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10246,S12_4473,46,99.54,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10314,S12_4473,45,95.99,14,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10239,S12_4675,21,100.19,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10253,S12_4675,41,109.40,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10277,S12_4675,28,93.28,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10300,S12_4675,23,95.58,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10310,S12_4675,25,101.34,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10341,S12_4675,55,109.40,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10354,S12_4675,28,100.19,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10280,S18_1097,24,98.00,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10244,S18_1342,40,99.66,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10256,S18_1342,34,93.49,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10268,S18_1342,49,93.49,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10280,S18_1342,50,87.33,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10289,S18_1342,38,92.47,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10356,S18_1342,50,82.19,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10244,S18_1367,20,48.52,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10256,S18_1367,29,52.83,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10268,S18_1367,26,45.82,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10280,S18_1367,27,47.44,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10289,S18_1367,24,44.75,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10356,S18_1367,22,44.75,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10241,S18_1589,21,119.46,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10253,S18_1589,24,103.29,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10301,S18_1589,32,118.22,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10311,S18_1589,29,124.44,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10262,S18_1662,49,157.69,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10284,S18_1662,45,137.19,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10296,S18_1662,36,146.65,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10327,S18_1662,25,154.54,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10241,S18_1749,41,153.00,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10254,S18_1749,49,137.70,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10268,S18_1749,34,164.90,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10280,S18_1749,26,161.50,16,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10302,S18_1749,43,166.60,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10344,S18_1749,45,168.30,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10240,S18_1984,37,136.56,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10253,S18_1984,33,130.87,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10301,S18_1984,47,119.49,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10310,S18_1984,24,129.45,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10356,S18_1984,27,130.87,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10246,S18_2238,40,144.08,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10314,S18_2238,42,135.90,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10241,S18_2248,33,55.70,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10254,S18_2248,36,55.09,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10268,S18_2248,31,60.54,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10280,S18_2248,25,53.28,15,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10303,S18_2248,46,56.91,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10344,S18_2248,40,49.04,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10246,S18_2319,22,100.64,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10334,S18_2319,46,108.00,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10358,S18_2319,20,99.41,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10254,S18_2325,41,102.98,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10268,S18_2325,50,124.59,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10280,S18_2325,37,109.33,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10344,S18_2325,30,118.23,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10356,S18_2325,29,106.79,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10246,S18_2432,30,57.73,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10334,S18_2432,34,52.87,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10284,S18_2581,31,68.43,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10327,S18_2581,45,74.34,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10244,S18_2795,43,141.75,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10255,S18_2795,24,135.00,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10268,S18_2795,35,148.50,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10280,S18_2795,22,158.63,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10289,S18_2795,43,141.75,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10356,S18_2795,30,158.63,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10241,S18_2870,44,126.72,12,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10253,S18_2870,37,114.84,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10301,S18_2870,22,113.52,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10311,S18_2870,43,114.84,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10244,S18_2949,30,87.13,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10280,S18_2949,46,82.06,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10244,S18_2957,24,54.96,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10269,S18_2957,32,57.46,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10280,S18_2957,43,54.34,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10262,S18_3029,32,81.72,15,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10273,S18_3029,34,84.30,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10296,S18_3029,21,69.68,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10327,S18_3029,25,74.84,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10350,S18_3029,43,84.30,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10244,S18_3136,29,85.87,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10280,S18_3136,29,102.63,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10260,S18_3140,32,121.57,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10273,S18_3140,40,117.47,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10293,S18_3140,24,110.64,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10314,S18_3140,20,129.76,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10350,S18_3140,44,135.22,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10260,S18_3259,29,92.77,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10273,S18_3259,47,87.73,15,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10293,S18_3259,22,91.76,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10314,S18_3259,23,84.71,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10326,S18_3259,32,94.79,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10350,S18_3259,41,94.79,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10252,S18_3278,20,74.78,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10300,S18_3278,49,65.94,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10310,S18_3278,27,70.76,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10354,S18_3278,36,69.15,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10240,S18_3685,37,134.22,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10253,S18_3685,31,139.87,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10301,S18_3685,39,137.04,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10311,S18_3685,32,134.22,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10252,S18_3782,31,50.36,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10310,S18_3782,42,59.06,16,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10355,S18_3782,31,60.30,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10262,S18_3856,34,85.75,14,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10273,S18_3856,50,105.87,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10296,S18_3856,22,105.87,12,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10260,S18_4027,23,137.88,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10314,S18_4027,29,129.26,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10241,S18_4409,42,77.31,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10254,S18_4409,34,80.99,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10268,S18_4409,35,84.67,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10280,S18_4409,35,77.31,17,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10302,S18_4409,38,82.83,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10311,S18_4409,41,92.03,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10344,S18_4409,21,80.99,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10273,S18_4522,33,72.85,12,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10293,S18_4522,49,72.85,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10326,S18_4522,50,73.73,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10350,S18_4522,30,70.22,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10323,S18_4600,47,96.86,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10334,S18_4600,49,101.71,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10348,S18_4668,29,43.77,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10252,S18_4721,26,127.97,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10310,S18_4721,40,133.92,15,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10355,S18_4721,25,124.99,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10241,S24_1046,22,72.02,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10254,S24_1046,34,66.88,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10279,S24_1046,32,68.35,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10301,S24_1046,27,64.67,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10311,S24_1046,26,70.55,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10344,S24_1046,29,61.00,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10246,S24_1444,44,46.24,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10314,S24_1444,44,51.44,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10358,S24_1444,44,56.07,14,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10354,S24_1578,21,96.92,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10241,S24_1628,21,47.29,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10254,S24_1628,32,43.27,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10301,S24_1628,22,40.75,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10311,S24_1628,45,48.80,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10254,S24_1937,38,28.88,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10268,S24_1937,33,31.86,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10280,S24_1937,20,29.87,12,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10344,S24_1937,20,27.88,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10356,S24_1937,48,31.86,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10273,S24_2011,22,103.23,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10293,S24_2011,21,111.83,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10326,S24_2011,41,120.43,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10350,S24_2011,34,98.31,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10244,S24_2022,39,42.11,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10255,S24_2022,37,37.63,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10268,S24_2022,40,36.29,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10280,S24_2022,45,36.29,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10289,S24_2022,45,41.22,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10356,S24_2022,26,42.11,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10246,S24_2300,29,118.84,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10334,S24_2300,42,117.57,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10348,S24_2300,37,107.34,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10252,S24_2360,47,63.03,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10341,S24_2360,32,63.03,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10355,S24_2360,41,56.10,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10246,S24_2840,49,34.65,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10314,S24_2840,39,31.82,15,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10358,S24_2840,36,33.59,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10262,S24_2841,24,63.71,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10284,S24_2841,30,65.08,12,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10296,S24_2841,21,60.97,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10239,S24_2972,20,32.47,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10253,S24_2972,40,34.74,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10301,S24_2972,48,32.10,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10310,S24_2972,33,33.23,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10355,S24_2972,36,37.38,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10273,S24_3151,27,84.08,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10326,S24_3151,41,86.74,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10350,S24_3151,30,86.74,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10241,S24_3191,26,69.34,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10254,S24_3191,42,69.34,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10279,S24_3191,33,78.76,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10302,S24_3191,48,74.48,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10311,S24_3191,25,85.61,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10253,S24_3371,24,50.82,12,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10300,S24_3371,31,52.05,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10310,S24_3371,38,50.21,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10320,S24_3371,26,60.62,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10355,S24_3371,44,60.62,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10262,S24_3420,46,65.75,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10284,S24_3420,39,59.83,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10296,S24_3420,31,63.78,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10241,S24_3432,27,107.08,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10254,S24_3432,49,101.73,12,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10279,S24_3432,48,95.30,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10301,S24_3432,22,86.73,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10311,S24_3432,46,91.02,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10253,S24_3856,39,115.15,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10301,S24_3856,50,122.17,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10310,S24_3856,45,139.03,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10355,S24_3856,32,137.62,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10262,S24_3949,48,58.69,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10284,S24_3949,21,65.51,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10296,S24_3949,32,63.46,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10254,S24_3969,20,39.80,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10268,S24_3969,30,37.75,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10280,S24_3969,33,35.29,14,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10303,S24_3969,24,35.70,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10244,S24_4258,40,97.39,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10269,S24_4258,48,95.44,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10280,S24_4258,21,79.86,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10348,S24_4258,39,82.78,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10284,S24_4278,21,66.65,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10252,S24_4620,38,69.52,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10310,S24_4620,49,75.18,14,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10355,S24_4620,28,75.18,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10348,S32_1268,42,90.53,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10246,S32_2509,35,45.45,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10262,S32_4289,40,63.97,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10284,S32_4289,50,60.54,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10252,S32_4485,25,93.89,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10341,S32_4485,31,95.93,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10355,S32_4485,40,93.89,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10260,S50_1514,21,56.24,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10314,S50_1514,38,50.38,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10350,S50_1514,44,56.82,17,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10273,S700_1138,21,66.00,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10326,S700_1138,39,60.67,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10350,S700_1138,46,56.00,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10260,S700_1938,33,80.55,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10273,S700_1938,21,77.95,14,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10293,S700_1938,29,77.95,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10314,S700_1938,23,83.15,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10327,S700_1938,20,79.68,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10350,S700_1938,28,76.22,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10262,S700_2047,44,83.28,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10296,S700_2047,34,89.61,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10262,S700_2466,33,81.77,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10284,S700_2466,45,95.73,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10296,S700_2466,24,96.73,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10348,S700_2824,32,100.14,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10262,S700_3167,27,64.80,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10284,S700_3167,25,68.00,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10296,S700_3167,22,74.40,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10341,S700_3167,34,70.40,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10273,S700_3505,40,91.15,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10327,S700_3505,43,85.14,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10350,S700_3505,31,87.15,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10273,S700_3962,26,89.38,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10327,S700_3962,37,83.42,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10350,S700_3962,25,97.32,16,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10262,S700_4002,35,64.41,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10284,S700_4002,32,73.29,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10296,S700_4002,47,61.44,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10262,S72_1253,21,41.71,12,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10296,S72_1253,21,46.68,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10403,S10_1678,24,85.17,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10417,S10_1678,66,79.43,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10424,S10_1949,50,201.44,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10402,S10_2016,45,118.94,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10417,S10_2016,45,116.56,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10404,S12_1099,64,163.44,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10419,S12_1099,12,182.90,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
